Date,Time,Incoming/Outgoing,Phone,Nickname,Location,Country,Partner's Phone,Partner Nickname,Partner's Location,Partner's Country,Duration (min),Surcharges ($),Features
10-Feb-16,15:31,incoming,5191799014,Bob,"Fontana, CA",USA,6078345333,,,,1,0,
14-Feb-16,15:46,incoming,1432520729,Will,"Little Rock, AR",USA,6195938728,,,,2,0,
19-Feb-16,17:41,incoming,5191799014,Bob,"Miami, FL",USA,6231233692,,,,1,0,
25-Jan-16,17:35,outgoing,1432520729,Will,"Scottsdale, AZ",USA,8105843711,,USA,United States of America,8,0,
16-Feb-16,22:32,incoming,5191799014,Bob,"Wilmington, NC",USA,7221873535,,,,2,0,
3-Feb-16,1:25,incoming,5191799014,Bob,"Chula Vista, CA",USA,2462022714,,,,2,0,
29-Jan-16,7:58,incoming,8864023412,Betty,"Saint Paul, MN",USA,8034693594,,,,13,0,
30-Jan-16,8:12,outgoing,8864023412,Betty,"Wichita, KS",USA,4911924109,,USA,United States of America,13,0,
13-Feb-16,8:55,outgoing,2610268075,Pete,"Oxnard, CA",USA,8864023412,Betty,USA,United States of America,3,0,
11-Feb-16,8:55,incoming,8864023412,Betty,"Charleston, SC",USA,2610268075,Pete,,,3,0,
30-Jan-16,9:09,incoming,8864023412,Betty,"Norfolk, VA",USA,451489938,,,,1,0,
27-Jan-16,12:32,outgoing,5191799014,Bob,"College Station, TX",USA,417190811,,USA,United States of America,1,0,
9-Feb-16,12:37,incoming,5191799014,Bob,"Everett, WA",USA,8707875944,,,,1,0,
28-Jan-16,12:52,incoming,8864023412,Betty,"Nashville, TN",USA,9234899335,,,,1,0,
26-Jan-16,13:09,incoming,2222822772,Mary,"New Haven, CT",USA,2180902665,,,,4,0,
28-Jan-16,13:34,outgoing,2610268075,Pete,"Lincoln, NE",USA,8000645625,,USA,United States of America,1,0,
28-Jan-16,13:35,incoming,2610268075,Pete,"Grand Prairie, TX",USA,6254050155,,,,3,0,
26-Jan-16,15:12,outgoing,5191799014,Bob,"Pittsburgh, PA",USA,2222822772,Mary,USA,United States of America,3,0,
21-Feb-16,15:12,incoming,2222822772,Mary,"Midland, TX",USA,5191799014,Bob,,,3,0,
25-Jan-16,15:49,outgoing,2222822772,Mary,"Arvada, CO",USA,8864023412,Betty,USA,United States of America,1,0,
6-Feb-16,15:50,outgoing,2222822772,Mary,"Columbia, SC",USA,5389243275,,USA,United States of America,1,0,
30-Jan-16,15:55,incoming,2610268075,Pete,"Pembroke Pines, FL",USA,7463680205,,,,1,0,
30-Jan-16,16:17,incoming,2222822772,Mary,"Fullerton, CA",USA,8864023412,Betty,,,7,0,
6-Feb-16,16:17,outgoing,8864023412,Betty,"Visalia, CA",USA,2222822772,Mary,USA,United States of America,7,0,
29-Jan-16,17:12,outgoing,5191799014,Bob,"Lansing, MI",USA,7825040009,,USA,United States of America,1,0,
19-Feb-16,17:19,incoming,5191799014,Bob,"Providence, RI",USA,4138920715,,,,2,0,
21-Feb-16,17:35,outgoing,8864023412,Betty,"Lewisville, TX",USA,3616072154,,USA,United States of America,3,0,
9-Feb-16,22:06,incoming,5191799014,Bob,"Arlington, TX",USA,1575317192,,,,1,0,
6-Feb-16,22:46,outgoing,5191799014,Bob,"Tucson, AZ",USA,935510767,,USA,United States of America,1,0,
17-Feb-16,23:39,outgoing,5191799014,Bob,"Modesto, CA",USA,4147477875,,USA,United States of America,2,0,
11-Feb-16,0:31,outgoing,5191799014,Bob,"Jurupa Valley, CA",USA,1705777172,,USA,United States of America,1,0,
28-Jan-16,9:47,outgoing,2610268075,Pete,"Norwalk, CA",USA,3401874818,,USA,United States of America,1,0,
30-Jan-16,9:49,incoming,5191799014,Bob,"Norman, OK",USA,3217785487,,,,2,0,
11-Feb-16,12:51,outgoing,5191799014,Bob,"Pomona, CA",USA,2778651835,,USA,United States of America,2,0,
12-Feb-16,13:14,incoming,2610268075,Pete,"Orange, CA",USA,9563061871,,,,2,0,
27-Jan-16,13:31,incoming,5191799014,Bob,"Westminster, CO",USA,2222822772,Mary,,,1,0,
18-Feb-16,13:31,outgoing,2222822772,Mary,"Long Beach, CA",USA,5191799014,Bob,USA,United States of America,1,0,
6-Feb-16,13:30,outgoing,5191799014,Bob,"Greensboro, NC",USA,2222822772,Mary,USA,United States of America,1,0,
31-Jan-16,14:05,incoming,5191799014,Bob,"Omaha, NE",USA,3384422904,,,,1,0,
15-Feb-16,14:54,outgoing,5191799014,Bob,"Las Vegas, NV",USA,9730016605,,USA,United States of America,1,0,
8-Feb-16,15:04,outgoing,2610268075,Pete,"Salinas, CA",USA,8790276162,,USA,United States of America,2,0,
24-Jan-16,15:03,outgoing,2610268075,Pete,"Corona, CA",USA,1718345689,,USA,United States of America,1,0,
5-Feb-16,15:11,incoming,2222822772,Mary,"Overland Park, KS",USA,1123034987,,,,1,0,
29-Jan-16,15:07,outgoing,2610268075,Pete,"Milwaukee, WI",USA,2752459269,,USA,United States of America,3,0,
13-Feb-16,16:32,outgoing,5191799014,Bob,"Denver, CO",USA,283058333,,USA,United States of America,1,0,
21-Feb-16,18:02,incoming,5191799014,Bob,"Moreno Valley, CA",USA,6028193582,,,,2,0,
21-Feb-16,18:09,incoming,5191799014,Bob,"Springfield, MO",USA,1046416659,,,,2,0,
16-Feb-16,19:10,incoming,2222822772,Mary,"Chesapeake, VA",USA,1398712831,,,,1,0,
16-Feb-16,21:55,incoming,2222822772,Mary,"Coral Springs, FL",USA,4690552297,,,,1,0,
2-Feb-16,14:37,incoming,2222822772,Mary,"Tallahassee, FL",USA,1495214673,,,,1,0,
26-Jan-16,17:06,outgoing,2222822772,Mary,"Fargo, ND",USA,759157672,,USA,United States of America,1,0,
13-Feb-16,18:42,outgoing,1432520729,Will,"Hampton, VA",USA,3866918596,,USA,United States of America,1,0,
25-Jan-16,19:34,outgoing,1432520729,Will,"Hartford, CT",USA,6953259040,,USA,United States of America,2,0,
16-Feb-16,19:42,outgoing,1432520729,Will,"Pasadena, TX",USA,4812504850,,USA,United States of America,2,0,
16-Feb-16,11:56,incoming,2222822772,Mary,"Fort Wayne, IN",USA,4411687283,,,,8,0,
9-Feb-16,12:27,incoming,2610268075,Pete,"Richmond, VA",USA,265245788,,,,1,0,
11-Feb-16,12:47,incoming,2222822772,Mary,"Killeen, TX",USA,2282275410,,,,3,0,
31-Jan-16,13:22,incoming,8864023412,Betty,"Roseville, CA",USA,8785360333,,,,7,0,
3-Feb-16,17:28,outgoing,8864023412,Betty,"Jacksonville, FL",USA,6917102273,,USA,United States of America,1,0,
4-Feb-16,20:57,incoming,2222822772,Mary,"Hollywood, FL",USA,4109494275,,,,1,0,
21-Feb-16,21:42,outgoing,2222822772,Mary,"Columbia, MO",USA,817466609,,USA,United States of America,1,0,
15-Feb-16,13:48,outgoing,5191799014,Bob,"Columbus, GA",USA,2117836946,,"MINNEAPOLS, MN, USA",United States of America,1,0,Roaming
16-Feb-16,18:43,outgoing,5191799014,Bob,"Olathe, KS",USA,3969466598,,"WHBEARLAKE, MN, USA",United States of America,1,0,Roaming
12-Feb-16,8:06,outgoing,1432520729,Will,"Pasadena, CA",USA,1782070300,,USA,United States of America,12,0,
20-Feb-16,8:42,outgoing,8864023412,Betty,"El Paso, TX",USA,5783859733,,USA,United States of America,2,0,
19-Feb-16,8:44,outgoing,8864023412,Betty,"Beaumont, TX",USA,7742342132,,USA,United States of America,2,0,
12-Feb-16,8:46,outgoing,8864023412,Betty,"Washington, DC",USA,3598893691,,USA,United States of America,24,0,
29-Jan-16,9:18,outgoing,8864023412,Betty,"Olathe, KS",USA,4253064074,,USA,United States of America,1,0,
20-Feb-16,11:22,outgoing,8864023412,Betty,"Los Angeles, CA",USA,646105235,,USA,United States of America,2,0,
31-Jan-16,11:21,outgoing,8864023412,Betty,"Irvine, CA",USA,1090044656,,USA,United States of America,1,0,
11-Feb-16,11:25,incoming,8864023412,Betty,"Bridgeport, CT",USA,308533654,,,,1,0,
29-Jan-16,12:55,outgoing,8864023412,Betty,"Fresno, CA",USA,6939076743,,USA,United States of America,1,0,
15-Feb-16,13:19,incoming,2610268075,Pete,"Visalia, CA",USA,7094083618,,,,5,0,
29-Jan-16,13:43,incoming,1432520729,Will,"South Bend, IN",USA,3691329893,,,,1,0,
3-Feb-16,14:29,outgoing,8864023412,Betty,"Austin, TX",USA,3910340679,,USA,United States of America,4,0,
17-Feb-16,14:56,outgoing,8864023412,Betty,"El Cajon, CA",USA,8783003127,,USA,United States of America,6,0,
27-Jan-16,14:52,outgoing,8864023412,Betty,"Mobile, AL",USA,5538287814,,USA,United States of America,2,0,
21-Feb-16,15:22,outgoing,8864023412,Betty,"Elizabeth, NJ",USA,2222822772,Mary,USA,United States of America,1,0,
27-Jan-16,15:22,incoming,2222822772,Mary,"Sterling Heights, MI",USA,8864023412,Betty,,,1,0,
25-Jan-16,17:03,outgoing,1432520729,Will,"Durham, NC",USA,1907606820,,USA,United States of America,1,0,
14-Feb-16,17:53,incoming,2222822772,Mary,"Waterbury, CT",USA,8464478219,,,,1,0,
28-Jan-16,20:12,incoming,2222822772,Mary,"Frisco, TX",USA,2147962685,,,,2,0,
5-Feb-16,15:56,outgoing,5191799014,Bob,"Springfield, MO",USA,5388500880,,"HUDSON, WI, USA",United States of America,1,0,Roaming
19-Feb-16,18:45,outgoing,5191799014,Bob,"Columbus, OH",USA,7246409250,,"WHBEARLAKE, MN, USA",United States of America,3,0,Roaming
18-Feb-16,15:16,outgoing,5191799014,Bob,"Lowell, MA",USA,8251210759,,"WYELLOWSTN, MT, USA",United States of America,2,0,Roaming
